ID,SPECIES_CODE,SPECIES_NAME,CURRENT_SPECIES_NAME,POPULATION,PREFERRED_COMMON_NAMES,PROJECT_CODE,OBSERVATION_FOREIGN_ID,GDA94_ZONE_55_EASTINGNORTHING,LONGITUDE,LATITUDE,EASTING,NORTHING,POSITION_ACCURACY,LOCATION_DESC,OBSERVER_NAMES,OBSERVATION_DATE,DATE_ACCURACY,OBSERVATION_TYPE,OBSERVATION_TYPE_QUALIFIER,OBSERVATION_STATE,OBSERVATION_STATE_QUALIFIER,RECORD_STATUS,NOTES,PRIMARY_IDENTIFIER
3408335,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (586874 5276396),148.06,-42.66,586874,5276396,-1,Maria Island Bird Walk,Unknown Unknown (23130),30-Mar-2009,Day,Not Recorded,,Present,,Accepted,,
3414092,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (588845 5281184),148.0833,-42.61666,588845,5281184,5000,Maria Island,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3415652,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (585812 5277387),148.04689,-42.65119,585812,5277387,100,"Frenchs Farm, Maria Island",Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3422067,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (588229 5270231),148.07748,-42.71536,588229,5270231,100,"Cape Maurouard, Maria Island",Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3423986,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587723 5285120),148.06902,-42.58135,587723,5285120,100,"Darlington, Maria Island",Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3427732,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (588366 5284852),148.07689,-42.58369,588366,5284852,100,Maria Island,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3427809,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587622 5285047),148.06779,-42.58202,587622,5285047,500,Maria Island,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3434347,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (586874 5276396),148.06,-42.66,586874,5276396,-1,Maria Island Bird Walk,Unknown Unknown (23130),29-Feb-2008,Day,Not Recorded,,Present,,Accepted,,
3436545,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587277 5285081),148.06358,-42.58175,587277,5285081,100,"Darlington, Maria Island National Park",Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3439065,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587756 5285208),148.0694,-42.58055,587756,5285208,100,Darlington Maria Island,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
